"CT","mx_mean","mx_lb","mx_ub","mx_se"
55.01,124.29,87.74,170.85,21.64
55.02,100.09,68.39,144.6,20
56.02,87.81,59.48,123.67,16.62
57.02,86.7,61.5,122.59,15.61
59.06,560.04,421.21,722.08,77.28
59.07,82.47,52.19,121.97,18.27
59.09,137.99,89.87,209.71,31.81
59.1,338.87,215.23,500.5,75.3
59.11,333.58,223.4,478.14,67.5
60.02,74,48.62,108.04,15.98
61,52.89,33.08,80.47,12.09
62,53.81,35.67,75.89,10.57
64,70.35,48.4,96.74,12.45
65,84.11,60.67,115.42,14.06
67.01,89.44,58.66,128.64,18.39
68,58.51,38.73,82.91,11.17
69.02,31.33,22.16,44.17,5.71
100.01,47.88,31.32,69.46,9.66
100.02,44.49,29.2,65.2,9.57
101.03,36.41,23.78,53.06,7.72
101.04,41.39,26.63,62.37,9.01
101.06,39.08,26.45,55.83,7.6
103,38.75,26.85,54.04,6.95
104,30.11,20.1,43.94,6.23
110.02,27.51,14.95,47.33,8.9
