CT,year,sex,ex_mean,ex_lb,ex_ub
23,2016,1,84.61,82.61,86.98
23,2016,2,85.29,83.40,87.54
23,2016,3,84.95,83.46,86.66
24,2016,1,88.44,85.66,91.52
24,2016,2,90.11,87.57,93.36
24,2016,3,89.33,87.31,91.48
25,2016,1,86.26,84.03,88.82
25,2016,2,86.68,84.78,88.68
25,2016,3,86.24,84.71,87.76
26,2016,1,86.92,84.45,89.82
26,2016,2,90.78,87.79,94.04
26,2016,3,89.09,87.06,91.34
27.01,2016,1,86.86,84.44,89.62
27.01,2016,2,89.64,86.97,92.53
27.01,2016,3,88.45,86.47,90.50
27.02,2016,1,85.09,82.62,87.67
27.02,2016,2,89.46,87.67,91.52
27.02,2016,3,87.57,86.00,89.20
28,2016,1,85.12,82.26,88.40
28,2016,2,89.04,85.89,92.55
28,2016,3,87.04,84.93,89.37
29,2016,1,76.42,74.60,78.30
29,2016,2,83.92,82.11,85.68
29,2016,3,80.04,78.73,81.33
30,2016,1,86.31,83.56,89.34
30,2016,2,87.78,85.03,91.01
30,2016,3,87.05,85.10,89.16
31.01,2016,1,85.55,82.72,88.72
31.01,2016,2,89.01,85.93,92.55
31.01,2016,3,87.33,85.16,89.70
31.02,2016,1,85.09,82.30,88.61
31.02,2016,2,89.15,86.04,93.01
31.02,2016,3,87.15,84.99,89.77
32,2016,1,81.27,79.10,83.59
32,2016,2,86.43,84.04,88.95
32,2016,3,83.89,82.21,85.72
33.01,2016,1,82.97,80.33,86.02
33.01,2016,2,88.67,85.28,92.58
33.01,2016,3,85.76,83.60,88.15
33.02,2016,1,83.86,81.41,86.80
33.02,2016,2,91.89,89.19,95.03
33.02,2016,3,87.56,85.70,89.63
34.02,2016,1,81.65,79.49,84.14
34.02,2016,2,86.61,84.02,89.21
34.02,2016,3,84.15,82.48,85.90
35.01,2016,1,83.97,81.15,87.14
35.01,2016,2,89.56,86.89,92.80
35.01,2016,3,86.84,84.85,89.21
35.02,2016,1,82.18,79.83,84.68
35.02,2016,2,88.13,85.94,90.67
35.02,2016,3,85.14,83.41,86.88
36.01,2016,1,82.83,80.49,85.36
36.01,2016,2,86.72,84.41,89.28
36.01,2016,3,84.84,83.24,86.60
36.02,2016,1,83.93,81.23,86.91
36.02,2016,2,90.28,87.44,93.69
36.02,2016,3,86.90,84.97,89.07
37.01,2016,1,81.69,78.88,85.13
37.01,2016,2,86.46,83.27,90.87
37.01,2016,3,84.15,81.72,86.84
37.02,2016,1,82.29,79.37,85.73
37.02,2016,2,86.50,83.17,90.31
37.02,2016,3,84.36,81.95,87.06
38,2016,1,77.46,74.65,80.17
38,2016,2,85.30,82.50,88.40
38,2016,3,81.71,79.62,84.00
39.01,2016,1,81.45,78.70,84.85
39.01,2016,2,88.64,85.34,92.46
39.01,2016,3,85.36,82.98,88.13
39.02,2016,1,73.70,71.36,75.88
39.02,2016,2,79.43,77.77,81.26
39.02,2016,3,76.91,75.44,78.31
40.01,2016,1,83.23,79.84,87.44
40.01,2016,2,88.97,85.47,93.39
40.01,2016,3,86.48,83.78,89.77
40.02,2016,1,81.76,78.86,84.98
40.02,2016,2,91.24,88.30,94.44
40.02,2016,3,86.82,84.64,89.10
41.01,2016,1,83.39,81.19,85.86
41.01,2016,2,85.27,83.17,87.50
41.01,2016,3,84.48,82.84,86.14
41.02,2016,1,81.47,78.90,84.45
41.02,2016,2,87.47,84.71,90.30
41.02,2016,3,84.85,82.90,87.03
42,2016,1,88.18,85.52,91.48
42,2016,2,89.20,86.51,92.48
42,2016,3,88.66,86.81,90.87
43.02,2016,1,87.86,84.98,91.26
43.02,2016,2,90.09,87.38,93.68
43.02,2016,3,88.96,86.95,91.60
44,2016,1,87.12,84.17,90.36
44,2016,2,88.08,85.38,91.31
44,2016,3,87.63,85.48,89.88
45.01,2016,1,86.96,83.78,90.61
45.01,2016,2,88.39,85.51,92.01
45.01,2016,3,87.59,85.29,90.06
45.02,2016,1,85.84,82.86,89.39
45.02,2016,2,86.64,83.94,89.74
45.02,2016,3,86.27,84.20,88.56
46,2016,1,82.87,79.98,86.10
46,2016,2,87.84,84.45,91.84
46,2016,3,85.60,83.26,88.21
47.01,2016,1,80.87,78.90,83.15
47.01,2016,2,84.08,82.18,86.17
47.01,2016,3,82.62,81.19,84.33
48,2016,1,82.41,80.21,84.83
48,2016,2,87.02,84.25,90.16
48,2016,3,84.77,83.01,86.64
49.01,2016,1,81.71,79.38,84.25
49.01,2016,2,84.43,82.45,86.59
49.01,2016,3,83.15,81.72,84.81
49.02,2016,1,84.34,81.83,86.88
49.02,2016,2,86.44,84.57,88.74
49.02,2016,3,85.50,83.96,87.27
50.02,2016,1,78.36,75.58,81.35
50.02,2016,2,84.76,81.75,87.97
50.02,2016,3,81.57,79.42,83.80
50.03,2016,1,80.51,77.54,84.00
50.03,2016,2,83.03,80.11,86.16
50.03,2016,3,81.72,79.61,84.10
50.04,2016,1,78.28,74.92,82.19
50.04,2016,2,83.05,79.52,87.08
50.04,2016,3,80.64,78.33,83.50
51.01,2016,1,84.85,81.96,88.19
51.01,2016,2,88.95,84.97,93.44
51.01,2016,3,86.89,84.37,89.53
51.02,2016,1,81.14,78.95,83.68
51.02,2016,2,85.30,83.15,87.55
51.02,2016,3,83.35,81.77,85.07
52.01,2016,1,81.40,79.19,83.80
52.01,2016,2,85.66,83.26,88.15
52.01,2016,3,83.57,81.82,85.14
52.02,2016,1,81.23,79.13,83.52
52.02,2016,2,86.66,84.38,89.47
52.02,2016,3,83.81,82.25,85.60
53.01,2016,1,79.84,77.42,82.57
53.01,2016,2,85.21,82.65,87.87
53.01,2016,3,82.55,80.94,84.53
53.02,2016,1,85.20,81.76,89.06
53.02,2016,2,86.02,83.02,89.38
53.02,2016,3,85.45,83.29,87.98
54.01,2016,1,66.67,64.53,68.87
54.01,2016,2,82.01,79.05,85.11
54.01,2016,3,72.29,70.48,74.09
54.02,2016,1,83.38,80.88,86.36
54.02,2016,2,88.64,85.76,91.70
54.02,2016,3,86.04,84.06,88.26
55.01,2016,1,80.00,76.96,83.28
55.01,2016,2,84.81,81.66,88.51
55.01,2016,3,82.40,80.21,84.81
55.02,2016,1,81.31,77.83,84.85
55.02,2016,2,82.01,78.76,86.12
55.02,2016,3,81.70,79.28,84.32
56.02,2016,1,81.36,77.90,85.08
56.02,2016,2,84.65,81.40,87.92
56.02,2016,3,82.97,80.69,85.42
57.02,2016,1,76.00,73.11,79.06
57.02,2016,2,85.31,82.68,88.04
57.02,2016,3,80.37,78.40,82.46
59.06,2016,1,60.29,57.70,63.04
59.06,2016,2,62.24,57.04,67.35
59.06,2016,3,60.17,57.48,62.97
59.07,2016,1,86.64,84.35,89.18
59.07,2016,2,88.27,86.23,90.54
59.07,2016,3,87.42,85.89,89.05
59.09,2016,1,77.68,74.45,81.39
59.09,2016,2,85.73,81.87,90.00
59.09,2016,3,80.93,78.35,83.82
59.1,2016,1,75.08,71.71,78.94
59.1,2016,2,85.16,81.25,89.78
59.1,2016,3,78.76,76.22,81.89
59.11,2016,1,79.99,77.32,82.65
59.11,2016,2,88.04,85.12,91.51
59.11,2016,3,83.38,81.45,85.44
60.02,2016,1,84.13,80.62,88.10
60.02,2016,2,87.23,84.32,90.73
60.02,2016,3,85.09,82.82,87.65
61,2016,1,84.90,81.08,88.77
61,2016,2,89.81,86.40,94.02
61,2016,3,87.23,84.72,90.12
62,2016,1,84.59,81.32,88.38
62,2016,2,90.67,87.25,94.29
62,2016,3,87.65,85.30,90.29
64,2016,1,79.73,77.29,82.39
64,2016,2,88.27,85.23,91.60
64,2016,3,83.74,81.72,85.86
65,2016,1,83.62,81.37,86.08
65,2016,2,84.35,82.56,86.47
65,2016,3,83.72,82.25,85.30
67.01,2016,1,76.68,73.74,79.80
67.01,2016,2,83.63,80.52,87.06
67.01,2016,3,79.76,77.47,82.02
68,2016,1,82.02,78.90,85.43
68,2016,2,87.47,84.21,90.82
68,2016,3,84.68,82.20,87.07
69.02,2016,1,89.46,87.52,91.68
69.02,2016,2,91.27,89.49,93.52
69.02,2016,3,90.39,89.04,92.05
100.01,2016,1,75.56,73.46,77.66
100.01,2016,2,79.13,77.48,80.81
100.01,2016,3,77.43,76.08,78.81
100.02,2016,1,82.75,80.12,85.65
100.02,2016,2,87.05,84.31,90.24
100.02,2016,3,84.93,82.97,86.96
101.03,2016,1,80.92,78.31,83.92
101.03,2016,2,87.68,84.73,91.27
101.03,2016,3,84.52,82.28,86.77
101.04,2016,1,81.90,79.48,84.66
101.04,2016,2,87.07,84.31,90.06
101.04,2016,3,84.76,82.83,86.79
101.06,2016,1,82.33,80.08,84.86
101.06,2016,2,87.85,85.13,91.03
101.06,2016,3,85.22,83.40,87.17
103,2016,1,83.12,80.63,85.88
103,2016,2,88.18,85.35,91.13
103,2016,3,85.93,83.97,88.04
104,2016,1,83.39,81.03,86.08
104,2016,2,90.22,87.64,93.33
104,2016,3,86.68,84.97,88.61
110.02,2016,1,85.98,82.90,89.60
110.02,2016,2,86.64,83.66,90.27
110.02,2016,3,86.34,84.08,88.75
110.03,2016,1,83.46,80.80,86.57
110.03,2016,2,87.10,84.47,90.53
110.03,2016,3,85.27,83.37,87.39
110.04,2016,1,85.57,82.53,89.29
110.04,2016,2,89.56,85.96,93.99
110.04,2016,3,87.49,85.12,90.46
111.02,2016,1,85.45,83.41,87.93
111.02,2016,2,90.36,87.93,93.24
111.02,2016,3,87.92,86.33,89.64
111.05,2016,1,78.49,76.57,80.37
111.05,2016,2,82.73,80.98,84.63
111.05,2016,3,80.71,79.29,82.08
111.07,2016,1,80.02,77.92,82.41
111.07,2016,2,85.48,83.18,88.27
111.07,2016,3,82.89,81.17,84.79
112,2016,1,84.28,81.45,87.49
112,2016,2,90.81,87.36,94.75
112,2016,3,87.31,85.08,89.74
113,2016,1,84.01,81.79,86.56
113,2016,2,85.18,83.19,87.38
113,2016,3,84.58,83.09,86.24
114.01,2016,1,86.44,83.06,91.09
114.01,2016,2,89.52,85.88,94.56
114.01,2016,3,88.05,85.41,91.35
114.02,2016,1,82.88,80.81,85.30
114.02,2016,2,85.05,83.13,87.28
114.02,2016,3,83.90,82.46,85.38
115,2016,1,79.94,78.07,81.90
115,2016,2,81.91,80.30,83.60
115,2016,3,80.99,79.75,82.31
116,2016,1,85.68,83.25,88.49
116,2016,2,88.51,85.81,91.84
116,2016,3,87.08,85.18,89.14
117,2016,1,86.19,84.05,88.67
117,2016,2,89.63,87.14,92.54
117,2016,3,87.99,86.36,89.91
118,2016,1,86.40,84.18,88.74
118,2016,2,90.65,88.15,93.28
118,2016,3,88.64,86.94,90.31
120,2016,1,88.13,85.35,91.55
120,2016,2,92.40,89.35,95.96
120,2016,3,90.34,88.15,92.78
121,2016,1,84.95,82.48,87.63
121,2016,2,89.95,87.14,93.47
121,2016,3,87.25,85.38,89.33
122,2016,1,86.33,83.84,89.30
122,2016,2,91.03,87.87,94.83
122,2016,3,88.53,86.53,90.82
130.03,2016,1,82.08,80.08,84.15
130.03,2016,2,84.49,82.70,86.34
130.03,2016,3,83.44,82.06,84.85
131,2016,1,84.63,83.05,86.25
131,2016,2,89.25,87.67,90.78
131,2016,3,87.22,86.09,88.39
132,2016,1,87.35,84.66,90.59
132,2016,2,90.26,87.82,93.38
132,2016,3,88.85,86.76,91.17
133.01,2016,1,86.89,83.95,90.29
133.01,2016,2,89.61,86.71,93.12
133.01,2016,3,88.24,86.20,90.60
133.02,2016,1,88.61,86.22,91.62
133.02,2016,2,90.91,88.22,94.25
133.02,2016,3,89.75,87.91,91.88
134,2016,1,84.50,82.75,86.37
134,2016,2,86.35,84.79,88.09
134,2016,3,85.42,84.26,86.63
135,2016,1,85.94,83.62,88.66
135,2016,2,91.25,88.34,94.44
135,2016,3,88.43,86.46,90.45
140.02,2016,1,84.97,82.56,87.44
140.02,2016,2,89.10,86.62,91.99
140.02,2016,3,87.16,85.43,89.09
140.03,2016,1,83.40,80.82,86.21
140.03,2016,2,85.84,83.14,89.02
140.03,2016,3,84.56,82.63,86.67
140.04,2016,1,86.01,83.00,89.94
140.04,2016,2,89.50,85.98,93.92
140.04,2016,3,87.67,85.23,90.60
141.01,2016,1,82.17,80.19,84.30
141.01,2016,2,88.32,86.24,90.78
141.01,2016,3,85.48,84.03,87.09
142.01,2016,1,84.80,82.27,87.56
142.01,2016,2,89.06,86.13,92.61
142.01,2016,3,86.95,84.99,89.15
142.02,2016,1,84.33,81.74,87.13
142.02,2016,2,90.58,87.32,94.60
142.02,2016,3,87.60,85.49,89.96
142.03,2016,1,84.40,82.25,86.76
142.03,2016,2,87.25,84.66,90.05
142.03,2016,3,86.00,84.32,87.94
143.01,2016,1,86.74,84.18,89.72
143.01,2016,2,89.26,86.36,92.91
143.01,2016,3,87.95,86.04,90.18
143.02,2016,1,85.15,83.22,87.33
143.02,2016,2,86.56,84.75,88.59
143.02,2016,3,85.86,84.44,87.25
143.03,2016,1,85.76,83.41,89.00
143.03,2016,2,89.55,86.63,92.89
143.03,2016,3,87.70,85.75,89.97
144.04,2016,1,83.49,81.23,86.03
144.04,2016,2,87.96,85.67,90.38
144.04,2016,3,85.87,84.25,87.56
144.06,2016,1,86.79,84.48,89.77
144.06,2016,2,88.51,86.23,91.23
144.06,2016,3,87.60,85.85,89.60
145.01,2016,1,88.10,85.75,90.87
145.01,2016,2,89.91,87.34,92.96
145.01,2016,3,89.04,87.30,90.90
145.02,2016,1,87.16,84.03,90.93
145.02,2016,2,90.46,86.66,95.02
145.02,2016,3,88.91,86.41,91.82
146,2016,1,84.01,81.56,86.90
146,2016,2,86.35,83.69,89.28
146,2016,3,85.15,83.28,87.18
147.01,2016,1,86.24,83.85,88.81
147.01,2016,2,88.56,86.17,91.21
147.01,2016,3,87.47,85.74,89.15
147.09,2016,1,84.78,82.68,87.23
147.09,2016,2,88.97,86.87,91.37
147.09,2016,3,87.18,85.73,88.90
148,2016,1,81.92,80.01,83.93
148,2016,2,83.29,81.71,85.07
148,2016,3,82.66,81.45,84.13
149.02,2016,1,87.04,84.15,90.53
149.02,2016,2,90.35,86.99,94.02
149.02,2016,3,88.71,86.46,91.26
149.05,2016,1,86.61,83.33,90.65
149.05,2016,2,88.82,85.32,92.91
149.05,2016,3,87.79,85.29,90.57
149.08,2016,1,87.83,85.73,90.41
149.08,2016,2,90.70,88.24,93.54
149.08,2016,3,89.25,87.60,91.09
149.09,2016,1,83.25,80.48,86.55
149.09,2016,2,89.77,86.32,94.11
149.09,2016,3,86.15,83.93,88.79
150,2016,1,85.59,81.65,90.37
150,2016,2,85.84,81.80,91.03
150,2016,3,85.60,82.72,89.24
151.03,2016,1,84.89,81.98,88.75
151.03,2016,2,88.00,84.57,92.33
151.03,2016,3,86.61,84.10,89.48
151.05,2016,1,84.97,82.90,87.30
151.05,2016,2,86.29,84.33,88.59
151.05,2016,3,85.58,84.07,87.19
151.07,2016,1,86.16,84.02,88.62
151.07,2016,2,90.37,88.14,92.78
151.07,2016,3,88.50,86.94,90.19
151.08,2016,1,89.54,86.74,93.14
151.08,2016,2,90.74,87.85,94.10
151.08,2016,3,90.15,88.03,92.57
160.01,2016,1,85.00,82.57,87.99
160.01,2016,2,86.49,84.05,89.19
160.01,2016,3,85.72,83.93,87.73
160.02,2016,1,84.05,81.83,86.34
160.02,2016,2,90.54,87.95,93.49
160.02,2016,3,87.20,85.51,88.97
160.03,2016,1,82.43,80.57,84.46
160.03,2016,2,83.28,81.62,85.02
160.03,2016,3,82.88,81.69,84.18
160.04,2016,1,80.39,78.12,82.76
160.04,2016,2,84.51,82.41,86.71
160.04,2016,3,82.55,80.93,84.25
161.02,2016,1,80.50,78.23,83.21
161.02,2016,2,85.31,82.72,88.42
161.02,2016,3,82.93,81.14,84.78
161.03,2016,1,81.27,79.10,83.55
161.03,2016,2,82.04,80.27,83.93
161.03,2016,3,81.57,80.11,83.09
161.05,2016,1,84.39,81.83,87.48
161.05,2016,2,88.05,85.55,91.09
161.05,2016,3,86.32,84.45,88.38
161.06,2016,1,83.76,81.48,86.31
161.06,2016,2,84.78,82.80,86.85
161.06,2016,3,84.29,82.78,85.86
161.08,2016,1,81.16,77.79,84.81
161.08,2016,2,82.80,80.02,85.81
161.08,2016,3,82.04,79.84,84.53
161.09,2016,1,81.19,79.20,83.31
161.09,2016,2,87.34,85.47,89.30
161.09,2016,3,84.22,82.75,85.81
162.01,2016,1,83.20,80.87,85.62
162.01,2016,2,83.63,81.39,86.27
162.01,2016,3,83.46,81.89,85.29
162.02,2016,1,82.45,79.99,85.36
162.02,2016,2,84.29,81.94,86.99
162.02,2016,3,83.33,81.56,85.26
162.03,2016,1,80.35,78.05,83.02
162.03,2016,2,88.03,85.34,91.13
162.03,2016,3,84.00,82.10,86.07
162.04,2016,1,82.56,80.50,84.98
162.04,2016,2,84.24,82.11,86.46
162.04,2016,3,83.38,82.09,85.04
163.01,2016,1,82.30,79.54,85.52
163.01,2016,2,85.24,82.61,88.57
163.01,2016,3,83.79,81.84,85.98
163.04,2016,1,81.65,79.09,84.48
163.04,2016,2,86.05,83.57,89.22
163.04,2016,3,83.84,81.98,86.08
163.05,2016,1,82.41,79.69,85.39
163.05,2016,2,83.80,81.27,86.61
163.05,2016,3,83.01,81.24,85.02
163.06,2016,1,82.29,79.37,85.87
163.06,2016,2,86.85,83.51,91.03
163.06,2016,3,84.63,82.45,87.25
163.07,2016,1,81.54,78.97,84.61
163.07,2016,2,84.88,82.03,88.19
163.07,2016,3,83.28,81.35,85.51
163.08,2016,1,82.71,79.51,86.03
163.08,2016,2,84.27,81.41,87.57
163.08,2016,3,83.42,81.32,85.75
170.03,2016,1,82.19,79.71,84.66
170.03,2016,2,86.81,84.37,89.54
170.03,2016,3,84.80,83.10,86.71
170.04,2016,1,81.22,79.19,83.37
170.04,2016,2,82.91,81.15,84.77
170.04,2016,3,82.06,80.74,83.40
170.05,2016,1,79.77,76.79,82.79
170.05,2016,2,88.49,85.50,91.82
170.05,2016,3,84.56,82.39,86.85
170.07,2016,1,81.10,79.01,83.24
170.07,2016,2,84.67,83.12,86.51
170.07,2016,3,82.94,81.64,84.24
180.01,2016,1,82.83,80.81,85.19
180.01,2016,2,83.61,81.82,85.54
180.01,2016,3,83.21,81.82,84.66
180.04,2016,1,85.58,83.41,88.22
180.04,2016,2,87.81,85.74,90.10
180.04,2016,3,86.57,85.09,88.38
181.03,2016,1,82.54,80.21,85.05
181.03,2016,2,86.39,84.00,89.28
181.03,2016,3,84.48,82.77,86.30
181.05,2016,1,80.07,78.15,82.07
181.05,2016,2,86.10,84.06,88.12
181.05,2016,3,83.28,81.77,84.73
181.07,2016,1,87.01,83.89,90.42
181.07,2016,2,88.60,85.47,91.94
181.07,2016,3,87.82,85.72,90.10
181.08,2016,1,84.47,81.48,88.01
181.08,2016,2,85.55,82.92,88.98
181.08,2016,3,84.98,82.99,87.43
181.09,2016,1,83.92,81.82,86.13
181.09,2016,2,86.32,84.44,88.39
181.09,2016,3,85.17,83.77,86.59
181.11,2016,1,80.92,78.41,83.60
181.11,2016,2,87.85,84.94,91.09
181.11,2016,3,84.50,82.46,86.49
181.12,2016,1,87.17,83.80,91.30
181.12,2016,2,90.51,87.01,94.81
181.12,2016,3,88.79,86.23,91.63
181.13,2016,1,84.10,81.94,86.33
181.13,2016,2,89.63,87.08,92.44
181.13,2016,3,86.82,85.29,88.56
181.14,2016,1,82.47,79.77,85.31
181.14,2016,2,87.85,85.16,90.82
181.14,2016,3,85.31,83.27,87.47
181.16,2016,1,84.12,82.25,86.24
181.16,2016,2,86.57,84.72,88.55
181.16,2016,3,85.39,84.01,86.92
182.01,2016,1,85.23,82.33,88.60
182.01,2016,2,88.70,85.94,92.20
182.01,2016,3,86.85,84.74,89.20
182.04,2016,1,82.05,80.16,84.25
182.04,2016,2,86.11,83.96,88.56
182.04,2016,3,84.18,82.66,85.93
182.05,2016,1,83.23,80.75,86.04
182.05,2016,2,89.15,86.64,92.14
182.05,2016,3,86.10,84.20,87.98
183.01,2016,1,80.36,77.78,83.23
183.01,2016,2,85.42,82.60,88.68
183.01,2016,3,82.75,80.76,84.81
183.03,2016,1,75.37,73.48,77.40
183.03,2016,2,78.87,76.89,80.82
183.03,2016,3,77.18,75.72,78.58
183.05,2016,1,84.54,82.37,86.86
183.05,2016,2,88.73,86.57,91.18
183.05,2016,3,86.67,85.14,88.36
183.06,2016,1,74.67,72.45,77.16
183.06,2016,2,79.64,77.29,82.01
183.06,2016,3,77.20,75.44,79.01
183.07,2016,1,82.19,79.87,84.72
183.07,2016,2,85.35,83.12,87.92
183.07,2016,3,83.76,82.04,85.54
184.02,2016,1,75.40,72.95,77.66
184.02,2016,2,83.00,80.45,85.68
184.02,2016,3,79.18,77.30,80.93
184.06,2016,1,80.73,78.21,83.65
184.06,2016,2,86.54,83.82,89.73
184.06,2016,3,83.50,81.70,85.66
184.07,2016,1,81.34,79.12,83.68
184.07,2016,2,86.12,83.65,88.78
184.07,2016,3,83.84,82.10,85.69
184.08,2016,1,82.60,79.73,86.32
184.08,2016,2,86.18,82.68,90.64
184.08,2016,3,84.36,81.88,87.21
184.09,2016,1,81.02,78.11,84.80
184.09,2016,2,82.64,79.96,85.71
184.09,2016,3,81.76,79.63,84.17
184.1,2016,1,80.20,77.57,83.09
184.1,2016,2,84.47,81.92,87.46
184.1,2016,3,82.40,80.57,84.44
184.11,2016,1,80.80,78.15,83.68
184.11,2016,2,84.81,82.21,87.66
184.11,2016,3,82.70,80.85,84.67
184.12,2016,1,79.11,76.31,81.92
184.12,2016,2,83.60,81.34,85.93
184.12,2016,3,81.36,79.57,83.24
184.13,2016,1,81.91,79.51,85.02
184.13,2016,2,84.81,82.23,88.44
184.13,2016,3,83.25,81.25,85.43
184.14,2016,1,87.14,83.27,91.75
184.14,2016,2,87.47,84.62,91.69
184.14,2016,3,87.18,84.93,90.13
184.15,2016,1,82.62,79.61,85.89
184.15,2016,2,85.29,82.60,88.50
184.15,2016,3,83.94,81.81,86.27
184.16,2016,1,81.12,78.16,84.22
184.16,2016,2,84.76,81.51,88.51
184.16,2016,3,82.93,80.72,85.27
185.05,2016,1,78.85,76.08,81.82
185.05,2016,2,83.99,81.43,87.21
185.05,2016,3,81.40,79.48,83.40
185.07,2016,1,82.11,79.70,84.83
185.07,2016,2,87.54,84.65,90.72
185.07,2016,3,84.85,82.92,86.86
185.08,2016,1,82.30,78.92,86.20
185.08,2016,2,89.77,85.96,94.78
185.08,2016,3,85.87,83.15,89.13
185.09,2016,1,81.10,78.49,84.17
185.09,2016,2,84.54,81.69,87.83
185.09,2016,3,82.86,80.90,84.89
185.1,2016,1,84.70,81.34,88.58
185.1,2016,2,86.93,83.60,90.71
185.1,2016,3,85.81,83.40,88.57
185.11,2016,1,81.66,79.08,84.66
185.11,2016,2,87.92,85.00,91.22
185.11,2016,3,84.74,82.85,86.90
185.12,2016,1,80.64,78.08,83.60
185.12,2016,2,85.32,82.76,88.40
185.12,2016,3,82.92,81.07,85.16
185.15,2016,1,79.93,77.43,82.70
185.15,2016,2,83.59,80.93,86.77
185.15,2016,3,81.70,79.82,83.81
185.16,2016,1,80.53,77.55,83.84
185.16,2016,2,86.32,83.13,89.83
185.16,2016,3,83.36,81.18,85.70
185.17,2016,1,85.32,82.39,88.47
185.17,2016,2,86.86,84.07,90.12
185.17,2016,3,86.08,83.88,88.48
185.18,2016,1,83.12,80.39,86.61
185.18,2016,2,87.51,84.92,90.65
185.18,2016,3,85.20,83.30,87.41
185.19,2016,1,82.12,79.10,85.56
185.19,2016,2,86.20,83.28,89.76
185.19,2016,3,84.22,82.01,86.78
185.2,2016,1,85.89,82.26,89.96
185.2,2016,2,89.47,85.79,94.24
185.2,2016,3,87.65,84.91,90.74
185.21,2016,1,82.96,80.50,85.60
185.21,2016,2,88.19,85.31,91.40
185.21,2016,3,85.55,83.73,87.66
186.01,2016,1,80.45,77.90,83.37
186.01,2016,2,85.96,83.41,89.12
186.01,2016,3,82.97,81.21,85.13
186.02,2016,1,77.45,74.79,80.35
186.02,2016,2,83.98,81.21,87.27
186.02,2016,3,80.49,78.44,82.61
186.05,2016,1,80.29,77.66,83.33
186.05,2016,2,86.86,83.81,90.55
186.05,2016,3,83.48,81.50,85.63
186.06,2016,1,82.27,79.50,85.56
186.06,2016,2,87.00,83.53,91.08
186.06,2016,3,84.62,82.41,87.12
186.07,2016,1,82.02,78.94,85.75
186.07,2016,2,87.02,84.03,90.91
186.07,2016,3,84.38,82.03,86.88
186.08,2016,1,79.01,76.42,82.04
186.08,2016,2,84.71,81.67,87.96
186.08,2016,3,81.74,79.64,84.07
187.03,2016,1,80.54,78.10,83.13
187.03,2016,2,82.71,80.27,85.61
187.03,2016,3,81.62,79.84,83.67
187.04,2016,1,78.60,76.37,80.93
187.04,2016,2,84.90,82.79,87.33
187.04,2016,3,81.60,79.99,83.44
187.06,2016,1,82.48,80.25,84.81
187.06,2016,2,84.61,82.44,86.85
187.06,2016,3,83.58,81.95,85.26
187.11,2016,1,81.56,79.04,84.89
187.11,2016,2,84.20,81.57,87.18
187.11,2016,3,82.89,80.92,85.17
187.12,2016,1,83.16,80.42,86.22
187.12,2016,2,85.80,82.84,89.08
187.12,2016,3,84.54,82.42,86.71
187.13,2016,1,81.46,78.62,84.71
187.13,2016,2,84.32,81.49,87.71
187.13,2016,3,82.85,80.78,85.11
187.14,2016,1,77.68,75.41,80.35
187.14,2016,2,83.87,81.82,85.97
187.14,2016,3,81.03,79.36,82.71
187.15,2016,1,77.35,75.21,79.51
187.15,2016,2,79.86,77.98,81.85
187.15,2016,3,78.57,77.12,79.97
188.01,2016,1,84.96,81.86,88.67
188.01,2016,2,90.08,85.99,94.29
188.01,2016,3,87.41,84.96,90.26
188.04,2016,1,83.88,81.25,86.67
188.04,2016,2,89.31,86.28,93.06
188.04,2016,3,86.61,84.49,88.81
188.05,2016,1,81.53,78.55,85.20
188.05,2016,2,85.34,82.20,89.01
188.05,2016,3,83.38,81.14,85.71
188.07,2016,1,85.98,82.75,90.13
188.07,2016,2,86.47,83.12,90.40
188.07,2016,3,86.15,83.78,88.79
188.08,2016,1,87.71,84.24,92.08
188.08,2016,2,90.66,86.82,95.75
188.08,2016,3,89.19,86.34,92.51
189.03,2016,1,79.16,76.48,82.02
189.03,2016,2,83.19,80.23,86.36
189.03,2016,3,81.09,78.99,83.24
189.05,2016,1,80.73,78.35,83.18
189.05,2016,2,84.26,81.90,86.88
189.05,2016,3,82.56,80.95,84.37
189.06,2016,1,77.48,74.58,80.79
189.06,2016,2,85.32,81.73,89.45
189.06,2016,3,81.30,78.86,83.86
189.08,2016,1,76.50,73.68,79.40
189.08,2016,2,82.32,79.69,85.30
189.08,2016,3,79.50,77.43,81.58
189.09,2016,1,83.78,80.57,87.71
189.09,2016,2,86.28,83.37,89.98
189.09,2016,3,84.99,82.88,87.44
189.1,2016,1,84.73,81.57,88.45
189.1,2016,2,85.84,83.07,89.19
189.1,2016,3,85.25,83.08,87.80
190.03,2016,1,75.18,73.52,76.94
190.03,2016,2,79.31,77.84,80.96
190.03,2016,3,77.18,75.98,78.36
190.04,2016,1,78.67,76.06,81.57
190.04,2016,2,83.81,81.30,86.67
190.04,2016,3,81.06,79.19,83.00
190.05,2016,1,74.81,70.91,79.01
190.05,2016,2,81.86,78.12,86.13
190.05,2016,3,78.03,75.24,81.11
191.03,2016,1,81.12,77.84,84.53
191.03,2016,2,85.69,82.26,89.71
191.03,2016,3,83.27,80.86,85.79
191.04,2016,1,74.33,72.13,76.78
191.04,2016,2,79.11,76.76,81.67
191.04,2016,3,76.47,74.77,78.26
191.05,2016,1,78.39,75.33,81.95
191.05,2016,2,83.17,79.31,87.30
191.05,2016,3,80.74,78.10,83.45
