CT,year,sex,ex_mean,ex_lb,ex_ub
170.03,2011,1,81.34,79.09,83.74
170.03,2011,2,88.00,85.52,90.79
170.03,2011,3,84.89,83.18,86.74
170.04,2011,1,81.28,79.56,83.09
170.04,2011,2,83.74,82.08,85.64
170.04,2011,3,82.57,81.38,83.87
170.05,2011,1,79.43,77.06,82.00
170.05,2011,2,88.34,85.54,91.74
170.05,2011,3,84.24,82.41,86.41
170.07,2011,1,80.10,78.39,81.95
170.07,2011,2,83.68,82.20,85.28
170.07,2011,3,81.97,80.75,83.15
180.01,2011,1,82.64,80.77,84.60
180.01,2011,2,83.48,81.85,85.16
180.01,2011,3,83.09,81.86,84.32
180.04,2011,1,85.63,83.60,88.00
180.04,2011,2,88.29,86.26,90.59
180.04,2011,3,86.87,85.40,88.56
181.03,2011,1,82.35,80.30,84.56
181.03,2011,2,85.91,83.68,88.33
181.03,2011,3,84.29,82.69,85.92
181.05,2011,1,80.10,78.48,81.76
181.05,2011,2,85.80,83.87,87.82
181.05,2011,3,83.21,81.92,84.69
181.07,2011,1,86.14,83.69,89.04
181.07,2011,2,88.46,85.90,91.46
181.07,2011,3,87.36,85.54,89.47
181.08,2011,1,84.85,82.22,87.77
181.08,2011,2,86.11,83.64,89.06
181.08,2011,3,85.43,83.60,87.46
181.09,2011,1,82.78,81.00,84.65
181.09,2011,2,86.11,84.47,87.91
181.09,2011,3,84.52,83.27,85.83
181.11,2011,1,79.54,77.38,81.91
181.11,2011,2,86.85,84.38,89.55
181.11,2011,3,83.28,81.50,85.05
181.12,2011,1,87.02,84.09,90.58
181.12,2011,2,90.49,87.29,94.36
181.12,2011,3,88.71,86.45,91.09
181.13,2011,1,84.39,82.55,86.54
181.13,2011,2,90.10,87.83,92.77
181.13,2011,3,87.25,85.83,88.89
181.14,2011,1,82.67,80.42,85.03
181.14,2011,2,87.58,85.08,90.53
181.14,2011,3,85.32,83.55,87.23
181.16,2011,1,84.00,82.43,85.76
181.16,2011,2,87.48,85.69,89.53
181.16,2011,3,85.81,84.52,87.09
182.01,2011,1,85.34,82.58,88.56
182.01,2011,2,88.00,85.28,91.34
182.01,2011,3,86.52,84.51,88.73
182.04,2011,1,81.81,80.11,83.83
182.04,2011,2,85.71,83.76,88.05
182.04,2011,3,83.86,82.43,85.44
182.05,2011,1,83.42,81.10,86.00
182.05,2011,2,88.22,85.81,90.96
182.05,2011,3,85.84,84.03,87.85
183.01,2011,1,80.45,78.26,83.03
183.01,2011,2,85.21,82.70,88.00
183.01,2011,3,82.88,81.14,84.71
183.03,2011,1,75.73,73.87,77.68
183.03,2011,2,80.59,78.74,82.53
183.03,2011,3,78.31,76.80,79.64
183.05,2011,1,85.43,83.21,88.04
183.05,2011,2,88.01,86.01,90.37
183.05,2011,3,86.74,85.16,88.52
183.06,2011,1,76.19,74.06,78.49
183.06,2011,2,80.83,78.74,83.08
183.06,2011,3,78.63,77.16,80.19
183.07,2011,1,82.45,80.29,84.66
183.07,2011,2,84.98,82.89,87.57
183.07,2011,3,83.69,82.12,85.30
184.02,2011,1,76.65,74.48,78.82
184.02,2011,2,83.10,80.87,85.75
184.02,2011,3,79.77,78.22,81.43
184.06,2011,1,80.32,78.06,82.84
184.06,2011,2,86.52,83.94,89.49
184.06,2011,3,83.37,81.51,85.31
184.07,2011,1,80.19,78.20,82.27
184.07,2011,2,84.66,82.30,87.10
184.07,2011,3,82.60,80.99,84.22
184.08,2011,1,82.51,79.73,85.78
184.08,2011,2,86.06,82.99,89.88
184.08,2011,3,84.24,82.21,86.61
184.09,2011,1,81.80,79.14,84.98
184.09,2011,2,84.55,81.95,87.74
184.09,2011,3,83.03,81.22,85.20
184.1,2011,1,81.06,78.79,83.35
184.1,2011,2,85.01,82.43,87.73
184.1,2011,3,82.98,81.29,84.74
184.11,2011,1,81.40,78.91,84.14
184.11,2011,2,84.97,82.74,87.73
184.11,2011,3,83.19,81.47,85.01
184.12,2011,1,79.33,77.00,81.90
184.12,2011,2,83.26,81.09,85.70
184.12,2011,3,81.35,79.67,83.28
184.13,2011,1,82.17,79.86,84.77
184.13,2011,2,85.74,83.22,88.88
184.13,2011,3,83.85,82.04,85.99
184.14,2011,1,86.10,83.13,90.24
184.14,2011,2,86.07,83.45,89.60
184.14,2011,3,86.09,84.08,88.63
184.15,2011,1,83.09,80.26,86.23
184.15,2011,2,84.26,81.78,87.48
184.15,2011,3,83.64,81.73,85.76
184.16,2011,1,81.30,78.99,84.16
184.16,2011,2,84.99,82.23,88.55
184.16,2011,3,83.07,81.26,85.40
185.05,2011,1,78.66,76.39,81.43
185.05,2011,2,83.50,80.91,86.36
185.05,2011,3,80.93,79.02,82.80
185.07,2011,1,82.63,80.38,85.28
185.07,2011,2,88.55,85.94,91.66
185.07,2011,3,85.32,83.53,87.38
185.08,2011,1,81.67,79.00,84.91
185.08,2011,2,89.21,85.70,93.50
185.08,2011,3,86.31,83.54,89.86
185.09,2011,1,81.09,78.75,83.65
185.09,2011,2,84.60,81.81,87.67
185.09,2011,3,82.92,81.13,84.77
185.1,2011,1,84.94,81.97,88.11
185.1,2011,2,87.31,84.06,91.03
185.1,2011,3,86.09,83.81,88.58
185.11,2011,1,81.73,79.37,84.45
185.11,2011,2,87.98,85.38,91.04
185.11,2011,3,84.79,82.97,86.82
185.12,2011,1,81.79,79.64,84.36
185.12,2011,2,85.44,82.95,88.34
185.12,2011,3,83.54,81.73,85.54
185.15,2011,1,79.41,77.03,81.70
185.15,2011,2,83.35,80.75,86.27
185.15,2011,3,81.39,79.69,83.18
185.16,2011,1,80.93,78.35,83.94
185.16,2011,2,85.88,83.02,89.40
185.16,2011,3,83.41,81.48,85.55
185.17,2011,1,84.06,81.49,87.04
185.17,2011,2,87.57,84.90,90.86
185.17,2011,3,85.78,83.89,87.80
185.18,2011,1,83.25,80.75,86.11
185.18,2011,2,87.13,84.58,90.23
185.18,2011,3,85.20,83.38,87.18
185.19,2011,1,81.76,79.37,84.77
185.19,2011,2,86.24,83.86,89.42
185.19,2011,3,83.95,82.10,86.05
185.2,2011,1,85.63,82.64,89.46
185.2,2011,2,89.31,85.80,93.82
185.2,2011,3,87.42,84.93,90.05
185.21,2011,1,82.44,80.22,84.92
185.21,2011,2,88.38,85.93,91.63
185.21,2011,3,85.59,83.80,87.56
186.01,2011,1,79.91,77.65,82.45
186.01,2011,2,84.56,82.23,87.10
186.01,2011,3,82.12,80.44,84.01
186.02,2011,1,78.27,75.89,80.97
186.02,2011,2,83.79,81.30,86.62
186.02,2011,3,80.94,79.08,83.06
186.05,2011,1,80.67,78.35,83.21
186.05,2011,2,86.86,84.07,90.09
186.05,2011,3,83.79,82.00,85.89
186.06,2011,1,81.93,79.43,84.97
186.06,2011,2,86.55,83.59,90.29
186.06,2011,3,84.18,82.25,86.47
186.07,2011,1,82.42,79.89,85.52
186.07,2011,2,86.94,83.94,90.32
186.07,2011,3,84.60,82.59,86.73
186.08,2011,1,78.72,76.22,81.30
186.08,2011,2,83.77,81.17,86.76
186.08,2011,3,81.15,79.17,83.24
187.03,2011,1,79.80,77.65,82.19
187.03,2011,2,83.47,81.16,86.20
187.03,2011,3,81.64,80.08,83.39
187.04,2011,1,78.98,77.00,81.14
187.04,2011,2,83.03,81.11,85.14
187.04,2011,3,80.93,79.63,82.43
187.06,2011,1,83.35,81.32,85.42
187.06,2011,2,86.56,84.44,88.91
187.06,2011,3,85.10,83.54,86.84
187.11,2011,1,81.79,79.50,84.43
187.11,2011,2,83.89,81.45,86.62
187.11,2011,3,82.85,81.13,84.89
187.12,2011,1,83.28,80.74,86.05
187.12,2011,2,86.01,83.44,89.03
187.12,2011,3,84.78,83.05,86.85
187.13,2011,1,81.54,79.03,84.21
187.13,2011,2,84.56,82.00,87.40
187.13,2011,3,83.07,81.26,85.08
187.14,2011,1,77.77,75.83,79.95
187.14,2011,2,83.19,81.40,85.11
187.14,2011,3,80.65,79.25,82.11
187.15,2011,1,78.26,76.36,80.17
187.15,2011,2,80.32,78.31,82.14
187.15,2011,3,79.32,77.87,80.67
188.01,2011,1,84.30,81.67,87.42
188.01,2011,2,89.29,86.07,92.89
188.01,2011,3,86.60,84.59,89.01
188.04,2011,1,83.93,81.53,86.59
188.04,2011,2,88.57,85.89,91.70
188.04,2011,3,86.22,84.42,88.25
188.05,2011,1,81.15,78.49,84.40
188.05,2011,2,85.38,82.70,88.67
188.05,2011,3,83.46,81.49,85.86
188.07,2011,1,84.93,82.02,88.54
188.07,2011,2,85.93,83.34,89.24
188.07,2011,3,85.31,83.30,87.67
188.08,2011,1,86.62,83.83,90.19
188.08,2011,2,89.69,86.35,93.42
188.08,2011,3,88.19,85.90,90.92
189.03,2011,1,79.27,77.03,81.79
189.03,2011,2,83.48,80.93,86.42
189.03,2011,3,81.31,79.65,83.33
189.05,2011,1,80.79,78.81,83.15
189.05,2011,2,86.50,84.22,89.23
189.05,2011,3,83.73,82.12,85.50
189.06,2011,1,78.59,76.03,81.46
189.06,2011,2,85.01,82.11,88.42
189.06,2011,3,81.41,79.50,83.41
189.08,2011,1,76.50,74.13,79.04
189.08,2011,2,81.95,79.33,84.80
189.08,2011,3,79.35,77.46,81.36
189.09,2011,1,83.69,81.04,86.94
189.09,2011,2,85.54,82.92,88.63
189.09,2011,3,84.54,82.67,86.77
189.1,2011,1,84.16,81.56,87.34
189.1,2011,2,85.76,83.19,88.98
189.1,2011,3,84.95,82.98,87.24
190.03,2011,1,75.48,73.92,77.02
190.03,2011,2,80.14,78.29,81.86
190.03,2011,3,77.80,76.55,79.09
190.04,2011,1,79.84,77.68,82.22
190.04,2011,2,83.95,81.57,86.49
190.04,2011,3,81.76,80.21,83.49
190.05,2011,1,76.32,73.39,79.66
190.05,2011,2,82.49,79.46,86.11
190.05,2011,3,79.15,76.90,81.79
191.03,2011,1,82.26,79.35,85.65
191.03,2011,2,86.47,83.33,90.15
191.03,2011,3,84.32,82.12,86.77
191.04,2011,1,75.52,73.56,77.64
191.04,2011,2,78.39,76.20,80.59
191.04,2011,3,76.95,75.53,78.48
191.05,2011,1,78.03,75.33,80.99
191.05,2011,2,83.10,79.83,86.75
191.05,2011,3,80.33,78.13,82.65
192,2011,1,76.94,74.57,79.31
192,2011,2,81.62,79.19,84.30
192,2011,3,79.12,77.31,81.00
200,2011,1,81.26,78.78,84.19
200,2011,2,86.97,84.50,90.04
200,2011,3,84.05,82.13,86.13
201,2011,1,79.69,77.13,82.83
201,2011,2,85.60,82.30,89.17
201,2011,3,82.56,80.47,84.92
202,2011,1,80.59,78.71,82.83
202,2011,2,89.61,86.92,92.74
202,2011,3,85.09,83.45,86.94
203,2011,1,81.26,79.05,83.75
203,2011,2,86.22,83.69,89.17
203,2011,3,83.69,81.96,85.57
204.01,2011,1,80.43,77.98,83.34
204.01,2011,2,84.09,81.17,87.64
204.01,2011,3,82.26,80.32,84.67
204.02,2011,1,77.28,75.00,79.82
204.02,2011,2,83.92,81.34,87.04
204.02,2011,3,80.73,78.78,82.81
205.02,2011,1,80.13,78.10,82.34
205.02,2011,2,87.04,84.71,89.64
205.02,2011,3,83.94,82.32,85.58
207,2011,1,76.83,74.20,79.93
207,2011,2,82.06,79.32,85.21
207,2011,3,79.41,77.45,81.77
208,2011,1,79.95,77.86,82.23
208,2011,2,83.97,81.96,86.20
208,2011,3,82.12,80.68,83.72
209,2011,1,77.18,75.60,78.87
209,2011,2,80.67,79.23,82.24
209,2011,3,79.04,77.91,80.21
210,2011,1,76.40,74.49,78.62
210,2011,2,81.99,79.98,84.19
210,2011,3,79.14,77.64,80.72
220,2011,1,79.86,77.15,83.25
220,2011,2,82.03,79.01,85.44
220,2011,3,81.18,79.04,83.90
221.01,2011,1,81.54,78.90,84.42
221.01,2011,2,85.85,83.17,89.04
221.01,2011,3,83.71,81.75,85.86
221.03,2011,1,85.86,83.13,89.05
221.03,2011,2,88.55,85.43,92.15
221.03,2011,3,87.16,85.07,89.47
221.04,2011,1,81.32,79.64,83.02
221.04,2011,2,84.27,82.74,85.95
221.04,2011,3,82.90,81.73,84.10
222.01,2011,1,84.09,81.92,86.65
222.01,2011,2,87.06,84.78,89.45
222.01,2011,3,85.69,84.12,87.44
222.02,2011,1,83.66,81.08,86.57
222.02,2011,2,88.43,85.73,91.55
222.02,2011,3,86.08,84.04,88.27
223.01,2011,1,82.68,80.33,85.54
223.01,2011,2,85.89,83.13,89.27
223.01,2011,3,84.25,82.48,86.23
223.02,2011,1,81.83,79.46,84.35
223.02,2011,2,86.54,83.65,89.91
223.02,2011,3,84.28,82.18,86.48
224.02,2011,1,77.28,75.51,79.21
224.02,2011,2,82.50,80.61,84.46
224.02,2011,3,79.92,78.55,81.27
225.01,2011,1,85.95,83.44,88.79
225.01,2011,2,87.82,85.43,90.59
225.01,2011,3,86.89,85.14,88.88
225.02,2011,1,79.35,77.03,81.71
225.02,2011,2,87.89,85.35,90.75
225.02,2011,3,83.73,81.89,85.55
226.02,2011,1,85.94,83.23,88.91
226.02,2011,2,87.25,84.77,90.28
226.02,2011,3,86.49,84.64,88.57
226.04,2011,1,82.32,79.32,85.68
226.04,2011,2,87.31,84.17,90.80
226.04,2011,3,84.96,82.78,87.41
228.02,2011,1,84.30,81.83,87.06
228.02,2011,2,87.38,84.94,90.44
228.02,2011,3,85.83,84.05,87.85
228.04,2011,1,83.06,81.16,85.16
228.04,2011,2,86.45,84.53,88.44
228.04,2011,3,84.95,83.49,86.37
229,2011,1,80.48,78.84,82.28
229,2011,2,84.17,82.37,85.99
229,2011,3,82.44,81.19,83.84
230.01,2011,1,84.12,82.02,86.57
230.01,2011,2,86.06,84.14,88.33
230.01,2011,3,85.07,83.52,86.67
230.02,2011,1,82.37,80.41,84.43
230.02,2011,2,83.00,80.96,85.14
230.02,2011,3,82.67,81.16,84.20
231,2011,1,82.44,80.31,84.83
231,2011,2,87.29,84.68,89.99
231,2011,3,85.01,83.38,86.95
232,2011,1,83.68,81.13,86.84
232,2011,2,86.46,84.08,89.27
232,2011,3,85.12,83.37,87.17
233,2011,1,81.91,79.99,84.07
233,2011,2,83.88,81.99,85.98
233,2011,3,82.91,81.54,84.41
234,2011,1,76.46,75.11,77.79
234,2011,2,84.12,82.23,86.32
234,2011,3,79.12,78.16,80.20
235.02,2011,1,83.07,81.03,85.50
235.02,2011,2,88.37,85.91,91.22
235.02,2011,3,85.99,84.29,87.80
235.03,2011,1,79.33,77.13,81.72
235.03,2011,2,86.66,83.82,90.11
235.03,2011,3,82.97,81.13,84.89
236,2011,1,85.78,83.26,88.67
236,2011,2,87.53,85.12,90.84
236,2011,3,86.75,84.94,88.73
237,2011,1,84.04,81.99,86.45
237,2011,2,88.23,85.99,90.76
237,2011,3,86.15,84.63,87.92
238.01,2011,1,87.94,85.02,91.17
238.01,2011,2,88.96,86.11,92.40
238.01,2011,3,88.42,86.37,90.65
238.02,2011,1,85.15,83.32,87.09
238.02,2011,2,86.78,85.11,88.52
238.02,2011,3,85.95,84.79,87.32
239.02,2011,1,86.36,84.02,89.15
239.02,2011,2,90.91,88.20,94.37
239.02,2011,3,88.71,86.90,90.85
240.01,2011,1,83.25,81.04,85.46
240.01,2011,2,90.62,88.12,93.45
240.01,2011,3,87.04,85.34,88.93
240.02,2011,1,82.22,80.20,84.57
240.02,2011,2,87.68,84.92,90.52
240.02,2011,3,84.86,83.13,86.60
241,2011,1,81.55,79.55,83.59
241,2011,2,87.35,85.19,89.72
241,2011,3,84.56,83.02,86.20
242,2011,1,83.20,81.32,85.31
242,2011,2,86.82,84.57,89.19
242,2011,3,84.97,83.42,86.57
243.01,2011,1,85.62,83.41,88.14
243.01,2011,2,88.59,86.18,91.45
243.01,2011,3,87.16,85.44,89.04
243.02,2011,1,86.18,83.71,89.21
243.02,2011,2,84.82,82.62,87.40
243.02,2011,3,85.39,83.70,87.35
250.02,2011,1,85.35,82.78,88.14
250.02,2011,2,88.49,85.78,91.90
250.02,2011,3,86.73,84.49,89.14
251.01,2011,1,82.15,79.09,85.98
251.01,2011,2,86.96,83.42,91.68
251.01,2011,3,84.92,82.20,88.75
260.04,2011,1,83.86,81.34,87.15
260.04,2011,2,84.17,81.63,87.13
260.04,2011,3,84.04,82.13,86.26
260.05,2011,1,83.43,81.03,86.51
260.05,2011,2,85.60,83.20,88.50
260.05,2011,3,84.59,82.83,86.72
260.06,2011,1,84.29,82.25,86.69
260.06,2011,2,88.97,86.58,91.96
260.06,2011,3,86.44,84.67,88.30
260.07,2011,1,78.06,76.25,79.99
260.07,2011,2,82.05,80.23,84.11
260.07,2011,3,80.22,78.95,81.64
260.08,2011,1,84.60,82.22,87.58
260.08,2011,2,89.07,86.36,92.40
260.08,2011,3,87.14,85.12,89.61
281.01,2011,1,84.61,82.30,87.43
281.01,2011,2,88.34,85.44,91.77
281.01,2011,3,86.50,84.53,88.86
281.02,2011,1,82.57,80.39,85.11
281.02,2011,2,86.47,84.04,89.45
281.02,2011,3,84.47,82.87,86.30
282.01,2011,1,79.32,77.19,81.73
282.01,2011,2,83.27,81.02,85.73
282.01,2011,3,81.41,79.77,83.16
282.02,2011,1,81.68,79.49,84.11
282.02,2011,2,82.31,80.20,84.53
282.02,2011,3,82.04,80.47,83.68
283,2011,1,78.70,77.01,80.60
283,2011,2,82.03,80.26,84.02
283,2011,3,80.55,79.29,81.85
284.01,2011,1,82.59,80.34,84.99
284.01,2011,2,88.46,85.85,91.60
284.01,2011,3,85.35,83.59,87.27
284.02,2011,1,83.49,81.33,86.12
284.02,2011,2,88.21,85.69,91.14
284.02,2011,3,85.81,83.98,87.71
285.01,2011,1,77.42,75.06,79.94
285.01,2011,2,83.45,80.91,86.47
285.01,2011,3,80.36,78.48,82.32
285.02,2011,1,81.80,80.27,83.47
285.02,2011,2,84.03,82.63,85.48
285.02,2011,3,82.87,81.90,83.92
286.02,2011,1,85.72,84.16,87.44
286.02,2011,2,87.99,86.32,89.94
286.02,2011,3,86.85,85.71,88.10
287.01,2011,1,82.76,80.60,85.27
287.01,2011,2,87.65,85.09,90.77
287.01,2011,3,85.54,83.74,87.63
287.06,2011,1,82.04,80.29,84.05
287.06,2011,2,82.62,80.96,84.44
287.06,2011,3,82.33,81.04,83.73
287.09,2011,1,84.12,81.19,87.13
287.09,2011,2,89.19,86.15,92.76
287.09,2011,3,87.01,84.86,89.41
287.11,2011,1,84.93,82.89,87.45
287.11,2011,2,87.56,85.11,90.81
287.11,2011,3,86.24,84.59,88.26
290.02,2011,1,76.42,74.59,78.30
290.02,2011,2,81.07,79.29,83.07
290.02,2011,3,78.89,77.48,80.37
290.04,2011,1,84.14,82.05,86.32
290.04,2011,2,86.56,84.53,88.98
290.04,2011,3,85.33,83.80,86.97
290.05,2011,1,81.17,78.57,84.05
290.05,2011,2,85.08,82.42,88.76
290.05,2011,3,82.95,80.98,85.21
291.01,2011,1,86.80,84.23,89.79
291.01,2011,2,91.08,88.29,94.25
291.01,2011,3,89.13,87.01,91.50
291.02,2011,1,80.72,78.56,83.24
291.02,2011,2,86.35,84.02,89.18
291.02,2011,3,83.42,81.75,85.30
292.01,2011,1,83.60,81.45,86.23
292.01,2011,2,84.08,82.15,86.33
292.01,2011,3,83.70,82.11,85.27
292.03,2011,1,82.92,80.59,85.77
292.03,2011,2,88.32,85.44,91.91
292.03,2011,3,85.54,83.61,87.79
292.04,2011,1,83.38,80.90,86.42
292.04,2011,2,83.06,80.77,86.08
292.04,2011,3,83.18,81.55,85.08
400.04,2011,1,83.96,81.88,86.53
400.04,2011,2,88.32,85.71,91.28
400.04,2011,3,86.03,84.34,87.92
400.05,2011,1,82.51,80.27,85.03
400.05,2011,2,85.44,82.86,88.21
400.05,2011,3,84.00,82.22,85.81
400.06,2011,1,78.52,76.37,80.95
400.06,2011,2,85.12,82.53,88.27
400.06,2011,3,82.07,80.25,84.08
401.01,2011,1,72.81,70.55,75.03
401.01,2011,2,77.13,74.67,79.61
401.01,2011,3,75.04,73.35,76.74
401.02,2011,1,76.05,74.24,78.12
401.02,2011,2,81.18,79.39,83.12
401.02,2011,3,78.77,77.49,80.23
402.02,2011,1,79.12,77.22,81.36
402.02,2011,2,83.08,80.92,85.28
402.02,2011,3,81.16,79.64,82.79
402.03,2011,1,77.82,75.81,79.92
402.03,2011,2,82.53,80.48,84.87
402.03,2011,3,80.35,78.89,81.79
403.01,2011,1,79.16,77.53,81.07
403.01,2011,2,81.41,79.85,83.14
403.01,2011,3,80.25,79.08,81.53
403.04,2011,1,80.05,77.86,82.46
403.04,2011,2,83.20,80.86,85.94
403.04,2011,3,81.59,80.00,83.36
403.05,2011,1,79.66,77.54,82.08
403.05,2011,2,86.38,83.73,89.18
403.05,2011,3,83.24,81.52,85.23
404.01,2011,1,80.32,78.23,82.62
404.01,2011,2,85.71,83.22,88.66
404.01,2011,3,82.73,81.05,84.57
404.02,2011,1,81.21,79.19,83.42
404.02,2011,2,85.60,83.25,88.18
404.02,2011,3,83.30,81.68,85.02
410.02,2011,1,80.71,78.64,82.94
410.02,2011,2,86.57,84.21,89.40
410.02,2011,3,83.71,82.16,85.55
410.04,2011,1,80.13,77.66,83.01
410.04,2011,2,84.68,81.71,88.17
410.04,2011,3,82.18,80.21,84.35
410.05,2011,1,81.59,79.13,84.28
410.05,2011,2,87.15,84.67,90.10
410.05,2011,3,84.61,82.73,86.77
410.06,2011,1,78.81,76.74,81.24
410.06,2011,2,82.50,80.26,84.97
410.06,2011,3,80.50,78.93,82.18
501.01,2011,1,78.47,76.80,80.13
501.01,2011,2,81.56,80.02,83.25
501.01,2011,3,80.04,78.94,81.33
501.02,2011,1,82.42,80.34,84.81
501.02,2011,2,85.76,83.25,88.39
501.02,2011,3,83.85,82.27,85.60
501.03,2011,1,80.18,77.82,82.90
501.03,2011,2,85.12,82.31,88.23
501.03,2011,3,82.50,80.65,84.49
502.01,2011,1,79.00,76.65,81.61
502.01,2011,2,84.30,81.48,87.39
502.01,2011,3,81.71,79.85,83.71
502.02,2011,1,78.78,76.61,81.08
502.02,2011,2,84.83,82.36,87.63
502.02,2011,3,81.74,79.96,83.45
502.03,2011,1,78.98,77.04,81.13
502.03,2011,2,82.49,80.31,85.11
502.03,2011,3,80.59,79.08,82.37
502.06,2011,1,80.32,78.30,82.66
502.06,2011,2,84.12,81.88,86.73
502.06,2011,3,82.14,80.60,83.71
502.07,2011,1,81.56,79.75,83.57
502.07,2011,2,85.85,83.93,87.89
502.07,2011,3,83.68,82.33,85.13
503.01,2011,1,79.27,76.54,82.47
503.01,2011,2,82.14,79.74,85.09
503.01,2011,3,80.70,78.86,82.85
503.03,2011,1,79.26,77.27,81.38
503.03,2011,2,85.49,83.20,87.81
503.03,2011,3,82.38,80.80,83.97
503.07,2011,1,73.61,71.70,75.74
503.07,2011,2,81.56,79.33,83.77
503.07,2011,3,77.64,76.07,79.17
503.09,2011,1,77.06,74.76,79.20
503.09,2011,2,83.00,80.79,85.33
503.09,2011,3,80.39,78.67,82.05
504.03,2011,1,80.14,78.15,82.41
504.03,2011,2,86.90,84.12,89.85
504.03,2011,3,83.43,81.66,85.35
504.05,2011,1,79.74,78.15,81.35
504.05,2011,2,84.98,83.20,86.90
504.05,2011,3,82.50,81.26,83.83
504.08,2011,1,84.08,81.81,86.92
504.08,2011,2,90.04,87.26,93.38
504.08,2011,3,87.12,85.33,89.26
504.09,2011,1,83.81,81.90,86.00
504.09,2011,2,85.23,83.43,87.26
504.09,2011,3,84.53,83.18,85.98
504.1,2011,1,78.98,76.68,81.40
504.1,2011,2,85.68,82.99,88.69
504.1,2011,3,82.45,80.67,84.35
505.01,2011,1,83.95,82.24,85.87
505.01,2011,2,86.77,84.91,88.77
505.01,2011,3,85.34,84.05,86.66
506.01,2011,1,77.21,74.88,79.81
506.01,2011,2,86.39,83.48,90.14
506.01,2011,3,81.43,79.61,83.61
506.02,2011,1,76.07,74.11,78.07
506.02,2011,2,80.47,78.60,82.55
506.02,2011,3,78.28,76.83,79.68
1.01,2016,1,84.01,81.95,86.31
1.01,2016,2,86.36,84.47,88.56
1.01,2016,3,85.32,83.76,87.09
1.02,2016,1,81.75,79.40,84.19
1.02,2016,2,84.46,82.24,87.03
1.02,2016,3,83.34,81.46,85.45
2.01,2016,1,84.69,82.07,87.71
2.01,2016,2,88.41,85.65,91.60
2.01,2016,3,86.65,84.78,88.72
2.04,2016,1,83.02,81.18,84.99
2.04,2016,2,85.20,83.57,86.95
2.04,2016,3,84.08,82.82,85.40
3.01,2016,1,82.40,79.15,86.06
3.01,2016,2,88.93,85.22,93.12
3.01,2016,3,85.60,83.22,88.10
3.02,2016,1,84.59,81.83,87.74
3.02,2016,2,85.70,83.49,88.02
3.02,2016,3,84.83,82.99,86.61
4.01,2016,1,82.54,80.31,84.76
4.01,2016,2,86.08,84.49,87.73
4.01,2016,3,84.35,82.96,85.71
5,2016,1,80.99,78.33,84.14
5,2016,2,88.62,85.39,92.28
5,2016,3,84.73,82.50,87.06
6.01,2016,1,87.36,84.38,90.77
6.01,2016,2,91.88,88.52,95.94
6.01,2016,3,89.77,87.41,92.47
6.02,2016,1,80.56,78.41,83.06
6.02,2016,2,81.12,79.33,83.26
6.02,2016,3,80.74,79.31,82.38
7.01,2016,1,85.71,83.05,88.82
7.01,2016,2,90.12,87.15,93.70
7.01,2016,3,87.99,85.98,90.38
7.02,2016,1,85.70,83.15,88.45
7.02,2016,2,90.12,87.50,93.13
7.02,2016,3,87.84,85.97,89.85
8.01,2016,1,81.70,78.35,85.85
8.01,2016,2,82.94,79.48,86.91
8.01,2016,3,82.12,79.83,84.98
8.02,2016,1,85.36,82.94,88.04
8.02,2016,2,89.44,86.79,92.40
8.02,2016,3,87.43,85.42,89.49
9,2016,1,86.91,84.49,89.62
9,2016,2,90.87,88.03,93.93
9,2016,3,89.09,87.34,91.13
10.02,2016,1,84.67,82.32,87.04
10.02,2016,2,85.14,83.18,87.52
10.02,2016,3,84.86,83.29,86.59
11,2016,1,85.45,82.72,88.46
11,2016,2,90.81,88.15,93.86
11,2016,3,88.24,86.26,90.43
13.01,2016,1,84.89,82.37,87.86
13.01,2016,2,89.32,86.75,92.49
13.01,2016,3,87.18,85.36,89.21
13.03,2016,1,84.55,81.76,87.82
13.03,2016,2,89.20,86.01,92.88
13.03,2016,3,86.98,84.69,89.45
13.04,2016,1,85.57,82.27,89.44
13.04,2016,2,90.50,87.48,94.28
13.04,2016,3,88.07,85.76,90.71
14.02,2016,1,86.26,83.28,89.45
14.02,2016,2,91.07,88.30,94.33
14.02,2016,3,88.82,86.80,90.95
15.01,2016,1,87.05,84.26,90.29
15.01,2016,2,89.91,86.94,93.53
15.01,2016,3,88.43,86.31,90.69
15.02,2016,1,84.32,81.89,87.04
15.02,2016,2,89.06,86.68,91.90
15.02,2016,3,86.76,85.12,88.75
16.01,2016,1,84.44,81.63,87.53
16.01,2016,2,89.61,86.43,93.64
16.01,2016,3,86.94,84.82,89.33
16.05,2016,1,88.08,85.19,91.39
16.05,2016,2,89.20,86.24,92.38
16.05,2016,3,88.68,86.39,91.02
17.01,2016,1,84.43,82.21,86.93
17.01,2016,2,90.32,87.56,93.63
17.01,2016,3,87.36,85.65,89.51
17.02,2016,1,85.37,82.68,88.40
17.02,2016,2,89.99,86.92,93.50
17.02,2016,3,87.79,85.57,90.12
18.02,2016,1,85.06,82.90,87.51
18.02,2016,2,89.54,87.15,92.30
18.02,2016,3,87.35,85.80,89.14
19,2016,1,82.03,79.75,84.47
19,2016,2,84.95,82.74,87.36
19,2016,3,83.61,82.03,85.38
20,2016,1,83.25,81.75,84.88
20,2016,2,86.96,85.42,88.65
20,2016,3,85.23,84.09,86.46
21,2016,1,88.15,85.12,91.52
21,2016,2,89.30,86.53,92.80
21,2016,3,88.62,86.58,91.06
